%
Copyright (C) 2021  Intel Corporation. All rights reserved.
Your use of Intel Corporation's design tools, logic functions 
and other software and tools, and any partner logic 
functions, and any output files from any of the foregoing 
(including device programming or simulation files), and any 
associated documentation or information are expressly subject 
to the terms and conditions of the Intel Program License 
Subscription Agreement, the Intel Quartus Prime License Agreement,
the Intel FPGA IP License Agreement, or other applicable license
agreement, including, without limitation, that your use is for
the sole purpose of programming logic devices manufactured by
Intel and sold by Intel or its authorized distributors.  Please
refer to the applicable agreement for further details, at
https://fpgasoftware.intel.com/eula.
%

GROUP CREATE bit_num[31..0] = bit_num[31] bit_num[30] bit_num[29] bit_num[28] bit_num[27] bit_num[26] bit_num[25] bit_num[24] bit_num[23] bit_num[22] bit_num[21] bit_num[20] bit_num[19] bit_num[18] bit_num[17] bit_num[16] bit_num[15] bit_num[14] bit_num[13] bit_num[12] bit_num[11] bit_num[10] bit_num[9] bit_num[8] bit_num[7] bit_num[6] bit_num[5] bit_num[4] bit_num[3] bit_num[2] bit_num[1] bit_num[0] ;
INPUTS CLK_10M;
OUTPUTS GSCLK state.0000 state.0001 state.0010 state.0011 state.0100 state.0101 state.0110 state.1000 state.1001 LAT SCLK SDOs[0] SDOs[1] SDOs[2] SDOs[3] bit_num[31..0];
UNIT ns;
RADIX HEX;
PATTERN
            0.0> 0 = X X X X X X X X X X X X X X X X XXXXXXXX 
1722000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 000001A5 
1722500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 000001A5 
1723000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 000001A5 
1723500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 000001A4 
1724000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 000001A4 
1724500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 000001A4 
1725000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 000001A4 
1725500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 000001A3 
1726000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 000001A3 
1726500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 000001A3 
1727000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 000001A3 
1727500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 000001A2 
1728000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 000001A2 
1728500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 000001A2 
1729000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 000001A2 
1729500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 000001A1 
1730000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 000001A1 
1730500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 000001A1 
1731000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 000001A1 
1731500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 000001A0 
1732000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 000001A0 
1732500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 000001A0 
1733000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 000001A0 
1733500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000019F 
1734000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000019F 
1734500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000019F 
1735000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000019F 
1735500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000019E 
1736000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000019E 
1736500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000019E 
1737000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000019E 
1737500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000019D 
1738000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000019D 
1738500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000019D 
1739000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000019D 
1739500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000019C 
1740000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000019C 
1740500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000019C 
1741000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000019C 
1741500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000019B 
1742000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000019B 
1742500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000019B 
1743000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000019B 
1743500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000019A 
1744000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000019A 
1744500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000019A 
1745000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000019A 
1745500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000199 
1746000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000199 
1746500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000199 
1747000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000199 
1747500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000198 
1748000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000198 
1748500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000198 
1749000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000198 
1749500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000197 
1750000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000197 
1750500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000197 
1751000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000197 
1751500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000196 
1752000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000196 
1752500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000196 
1753000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000196 
1753500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000195 
1754000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000195 
1754500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000195 
1755000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000195 
1755500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000194 
1756000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000194 
1756500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000194 
1757000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000194 
1757500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000193 
1758000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000193 
1758500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000193 
1759000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000193 
1759500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000192 
1760000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000192 
1760500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000192 
1761000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000192 
1761500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000191 
1762000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000191 
1762500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000191 
1763000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000191 
1763500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000190 
1764000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000190 
1764500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000190 
1765000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000190 
1765500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000018F 
1766000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000018F 
1766500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000018F 
1767000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000018F 
1767500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000018E 
1768000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000018E 
1768500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000018E 
1769000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000018E 
1769500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000018D 
1770000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000018D 
1770500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000018D 
1771000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000018D 
1771500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000018C 
1772000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000018C 
1772500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000018C 
1773000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000018C 
1773500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000018B 
1774000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000018B 
1774500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000018B 
1775000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000018B 
1775500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000018A 
1776000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0000018A 
1776500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000018A 
1777000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0000018A 
1777500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000189 
1778000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000189 
1778500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000189 
1779000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000189 
1779500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000188 
1780000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000188 
1780500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000188 
1781000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000188 
1781500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000187 
1782000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000187 
1782500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000187 
1783000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000187 
1783500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000186 
1784000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000186 
1784500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000186 
1785000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000186 
1785500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000185 
1786000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000185 
1786500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000185 
1787000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000185 
1787500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000184 
1788000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000184 
1788500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000184 
1789000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000184 
1789500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000183 
1790000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000183 
1790500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000183 
1791000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000183 
1791500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000182 
1792000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000182 
1792500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000182 
1793000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000182 
1793500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000181 
1794000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000181 
1794500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000181 
1795000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 00000181 
1795500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000180 
1796000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 00000180 
1796500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000180 
1797000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000180 
1797500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000017F 
1798000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000017F 
1798500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000017F 
1799000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000017F 
1799500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000017E 
1800000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000017E 
1800500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000017E 
1801000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000017E 
1801500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000017D 
1802000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000017D 
1802500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000017D 
1803000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000017D 
1803500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000017C 
1804000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000017C 
1804500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000017C 
1805000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000017C 
1805500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000017B 
1806000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000017B 
1806500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000017B 
1807000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000017B 
1807500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000017A 
1808000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000017A 
1808500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000017A 
1809000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000017A 
1809500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000179 
1810000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000179 
1810500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000179 
1811000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000179 
1811500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000178 
1812000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000178 
1812500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000178 
1813000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000178 
1813500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000177 
1814000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000177 
1814500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000177 
1815000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000177 
1815500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000176 
1816000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000176 
1816500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000176 
1817000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000176 
1817500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000175 
1818000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000175 
1818500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000175 
1819000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000175 
1819500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000174 
1820000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000174 
1820500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000174 
1821000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000174 
1821500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000173 
1822000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000173 
1822500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000173 
1823000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000173 
1823500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000172 
1824000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000172 
1824500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000172 
1825000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000172 
1825500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000171 
1826000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000171 
1826500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000171 
1827000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000171 
1827500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000170 
1828000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000170 
1828500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000170 
1829000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000170 
1829500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000016F 
1830000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000016F 
1830500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000016F 
1831000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000016F 
1831500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000016E 
1832000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000016E 
1832500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000016E 
1833000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000016E 
1833500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000016D 
1834000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000016D 
1834500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000016D 
1835000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000016D 
1835500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000016C 
1836000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000016C 
1836500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000016C 
1837000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000016C 
1837500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000016B 
1838000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000016B 
1838500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000016B 
1839000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000016B 
1839500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000016A 
1840000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0000016A 
1840500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000016A 
1841000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0000016A 
1841500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000169 
1842000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000169 
1842500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000169 
1843000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000169 
1843500000000.0> 1 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000168 
1844000000000.0> 0 = 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000168 
1844500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000168 
1845000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000168 
1845500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000167 
1846000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000167 
1846500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000167 
1847000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000167 
1847500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000166 
1848000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000166 
1848500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000166 
1849000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000166 
1849500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000165 
1850000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000165 
1850500000000.0> 1 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000165 
1851000000000.0> 0 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000165 
1851500000000.0> 1 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000164 
1852000000000.0> 0 = 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 00000164 
1852500000000.0> 1 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000164 
1853000000000.0> 0 = 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 00000164 
