%
Copyright (C) 2021  Intel Corporation. All rights reserved.
Your use of Intel Corporation's design tools, logic functions 
and other software and tools, and any partner logic 
functions, and any output files from any of the foregoing 
(including device programming or simulation files), and any 
associated documentation or information are expressly subject 
to the terms and conditions of the Intel Program License 
Subscription Agreement, the Intel Quartus Prime License Agreement,
the Intel FPGA IP License Agreement, or other applicable license
agreement, including, without limitation, that your use is for
the sole purpose of programming logic devices manufactured by
Intel and sold by Intel or its authorized distributors.  Please
refer to the applicable agreement for further details, at
https://fpgasoftware.intel.com/eula.
%

GROUP CREATE bit_num[31..0] = bit_num[31] bit_num[30] bit_num[29] bit_num[28] bit_num[27] bit_num[26] bit_num[25] bit_num[24] bit_num[23] bit_num[22] bit_num[21] bit_num[20] bit_num[19] bit_num[18] bit_num[17] bit_num[16] bit_num[15] bit_num[14] bit_num[13] bit_num[12] bit_num[11] bit_num[10] bit_num[9] bit_num[8] bit_num[7] bit_num[6] bit_num[5] bit_num[4] bit_num[3] bit_num[2] bit_num[1] bit_num[0] ;
INPUTS CLK_10M;
OUTPUTS GSCLK state.0000 state.0001 state.0010 state.0011 state.0100 state.0101 state.0110 state.1000 state.1001 LAT SCLK SDOs[0] SDOs[1] SDOs[2] SDOs[3] bit_num[31..0];
UNIT ns;
RADIX HEX;
PATTERN
            0.0> 0 = X X X X X X X X X X X X X X X X XXXXXXXX 
3603500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000FB 
3604000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000FB 
3604500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000FB 
3605000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000FB 
3605500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000FA 
3606000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000FA 
3606500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000FA 
3607000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000FA 
3607500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000F9 
3608000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000F9 
3608500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000F9 
3609000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000F9 
3609500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000F8 
3610000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000F8 
3610500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000F8 
3611000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000F8 
3611500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000F7 
3612000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000F7 
3612500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000F7 
3613000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000F7 
3613500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000F6 
3614000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000F6 
3614500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000F6 
3615000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000F6 
3615500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000F5 
3616000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000F5 
3616500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000F5 
3617000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000F5 
3617500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000F4 
3618000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000F4 
3618500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000F4 
3619000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000F4 
3619500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000F3 
3620000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000F3 
3620500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000F3 
3621000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000F3 
3621500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000F2 
3622000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000F2 
3622500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000F2 
3623000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000F2 
3623500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000F1 
3624000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000F1 
3624500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000F1 
3625000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000F1 
3625500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000F0 
3626000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000F0 
3626500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000F0 
3627000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000F0 
3627500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000EF 
3628000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000EF 
3628500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000EF 
3629000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000EF 
3629500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000EE 
3630000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000EE 
3630500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000EE 
3631000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000EE 
3631500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000ED 
3632000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000ED 
3632500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000ED 
3633000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000ED 
3633500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000EC 
3634000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000EC 
3634500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000EC 
3635000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000EC 
3635500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000EB 
3636000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000EB 
3636500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000EB 
3637000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000EB 
3637500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000EA 
3638000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000EA 
3638500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000EA 
3639000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000EA 
3639500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000E9 
3640000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000E9 
3640500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E9 
3641000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E9 
3641500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000E8 
3642000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000E8 
3642500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E8 
3643000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E8 
3643500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000E7 
3644000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000E7 
3644500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E7 
3645000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E7 
3645500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000E6 
3646000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000E6 
3646500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E6 
3647000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E6 
3647500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000E5 
3648000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000E5 
3648500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000E5 
3649000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000E5 
3649500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000E4 
3650000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000E4 
3650500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E4 
3651000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E4 
3651500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000E3 
3652000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000E3 
3652500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000E3 
3653000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000E3 
3653500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000E2 
3654000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000E2 
3654500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E2 
3655000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E2 
3655500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000E1 
3656000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000E1 
3656500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E1 
3657000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E1 
3657500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000E0 
3658000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000E0 
3658500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E0 
3659000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000E0 
3659500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000DF 
3660000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000DF 
3660500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000DF 
3661000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000DF 
3661500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000DE 
3662000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000DE 
3662500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000DE 
3663000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000DE 
3663500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000DD 
3664000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000DD 
3664500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000DD 
3665000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000DD 
3665500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000DC 
3666000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000DC 
3666500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000DC 
3667000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000DC 
3667500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000DB 
3668000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000DB 
3668500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000DB 
3669000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000DB 
3669500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000DA 
3670000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000DA 
3670500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000DA 
3671000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000DA 
3671500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D9 
3672000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D9 
3672500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000D9 
3673000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000D9 
3673500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D8 
3674000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D8 
3674500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000D8 
3675000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000D8 
3675500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D7 
3676000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D7 
3676500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000D7 
3677000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000D7 
3677500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000D6 
3678000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000D6 
3678500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000D6 
3679000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000D6 
3679500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D5 
3680000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D5 
3680500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000D5 
3681000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000D5 
3681500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000D4 
3682000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000D4 
3682500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000D4 
3683000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000D4 
3683500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D3 
3684000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D3 
3684500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000D3 
3685000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000D3 
3685500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D2 
3686000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D2 
3686500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000D2 
3687000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000D2 
3687500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D1 
3688000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D1 
3688500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000D1 
3689000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000D1 
3689500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D0 
3690000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000D0 
3690500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000D0 
3691000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000D0 
3691500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000CF 
3692000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000CF 
3692500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000CF 
3693000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000CF 
3693500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000CE 
3694000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000CE 
3694500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000CE 
3695000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000CE 
3695500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000CD 
3696000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000CD 
3696500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000CD 
3697000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000CD 
3697500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000CC 
3698000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000CC 
3698500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000CC 
3699000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000CC 
3699500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000CB 
3700000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000CB 
3700500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000CB 
3701000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000CB 
3701500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000CA 
3702000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000CA 
3702500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000CA 
3703000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000CA 
3703500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000C9 
3704000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000C9 
3704500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000C9 
3705000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000C9 
3705500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000C8 
3706000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000C8 
3706500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000C8 
3707000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000C8 
3707500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000C7 
3708000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000C7 
3708500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000C7 
3709000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000C7 
3709500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000C6 
3710000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000C6 
3710500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000C6 
3711000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000C6 
3711500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000C5 
3712000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000C5 
3712500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000C5 
3713000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000C5 
3713500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000C4 
3714000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000C4 
3714500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000C4 
3715000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000C4 
3715500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000C3 
3716000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000C3 
3716500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000C3 
3717000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000C3 
3717500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000C2 
3718000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000C2 
3718500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000C2 
3719000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000C2 
3719500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000C1 
3720000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000C1 
3720500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000C1 
3721000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000C1 
3721500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000C0 
3722000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000C0 
3722500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000C0 
3723000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000C0 
3723500000000.0> 1 = 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000BF 
3724000000000.0> 0 = 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 000000BF 
3724500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000BF 
3725000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000BF 
3725500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000BE 
3726000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000BE 
3726500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000BE 
3727000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000BE 
3727500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000BD 
3728000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000BD 
3728500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000BD 
3729000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000BD 
3729500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000BC 
3730000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000BC 
3730500000000.0> 1 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000BC 
3731000000000.0> 0 = 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 000000BC 
3731500000000.0> 1 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000BB 
3732000000000.0> 0 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 000000BB 
3732500000000.0> 1 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000BB 
3733000000000.0> 0 = 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 000000BB 
